,timestamp,interval_kWh,weekday,temp,hour,hour_before,feels_like,workday,season,pressure,humidity,sunrise_pst,sunset_pst,Sunlight,sunlight_No,sunlight_Yes,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,workday_0,workday_1,season_Fall,season_Spring,season_Summer,season_Winter
0,2020-04-29 00:00:00,5.76,2,286.3,0,286.83,285.68,1,Spring,1014,77,06:13:51.000000,20:02:39.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,2020-04-29 01:00:00,5.68,2,285.59,1,286.3,284.9,1,Spring,1015,77,06:13:51.000000,20:02:39.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,2020-04-29 02:00:00,5.6,2,285.1,2,285.59,284.41,1,Spring,1014,79,06:13:51.000000,20:02:39.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,2020-04-29 03:00:00,5.84,2,284.65,3,285.1,283.94,1,Spring,1014,80,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4,2020-04-29 04:00:00,5.6,2,284.34,4,284.65,283.86,1,Spring,1014,90,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5,2020-04-29 05:00:00,5.68,2,284.52,5,284.34,283.91,1,Spring,1014,84,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6,2020-04-29 06:00:00,4.32,2,284.09,6,284.52,283.64,1,Spring,1015,92,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,2020-04-29 07:00:00,2.72,2,284.07,7,284.09,283.62,1,Spring,1014,92,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8,2020-04-29 08:00:00,2.8,2,284.6,8,284.07,284.07,1,Spring,1015,87,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9,2020-04-29 09:00:00,2.96,2,286.46,9,284.6,285.73,1,Spring,1016,72,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10,2020-04-29 10:00:00,3.2800000000000002,2,288.53,10,286.46,288.13,1,Spring,1015,77,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11,2020-04-29 11:00:00,3.3600000000000003,2,290.51,11,288.53,290.23,1,Spring,1016,74,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12,2020-04-29 12:00:00,2.88,2,291.33,12,290.51,290.95,1,Spring,1018,67,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13,2020-04-29 13:00:00,3.36,2,294.83,13,291.33,294.59,1,Spring,1015,59,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14,2020-04-29 14:00:00,3.7600000000000002,2,296.49,14,294.83,296.29,1,Spring,1015,54,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15,2020-04-29 15:00:00,3.3600000000000003,2,297.05,15,296.49,296.91,1,Spring,1014,54,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16,2020-04-29 16:00:00,3.7600000000000002,2,296.5,16,297.05,296.38,1,Spring,1014,57,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17,2020-04-29 17:00:00,3.44,2,297.6,17,296.5,297.56,1,Spring,1013,56,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
18,2020-04-29 18:00:00,3.2800000000000002,2,296.83,18,297.6,296.74,1,Spring,1013,57,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
19,2020-04-29 19:00:00,2.96,2,295.03,19,296.83,294.87,1,Spring,1013,61,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
20,2020-04-29 20:00:00,5.52,2,291.75,20,295.03,291.44,1,Spring,1014,68,06:13:51.000000,20:02:39.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21,2020-04-29 21:00:00,5.92,2,289.65,21,291.75,289.16,1,Spring,1015,69,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
22,2020-04-29 22:00:00,5.68,2,288.1,22,289.65,287.56,1,Spring,1016,73,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
23,2020-04-29 23:00:00,5.6,2,286.49,23,288.1,285.92,1,Spring,1016,78,06:13:51.000000,20:02:39.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24,2020-04-30 00:00:00,5.52,3,285.48,0,286.49,284.81,1,Spring,1016,78,06:12:39.000000,20:03:36.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,2020-04-30 01:00:00,5.68,3,284.71,1,285.48,283.98,1,Spring,1017,79,06:12:39.000000,20:03:36.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,2020-04-30 02:00:00,5.5200000000000005,3,284.33,2,284.71,283.59,1,Spring,1016,80,06:12:39.000000,20:03:36.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,2020-04-30 03:00:00,5.5200000000000005,3,284.06,3,284.33,283.32,1,Spring,1016,81,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28,2020-04-30 04:00:00,5.52,3,283.32,4,284.06,282.66,1,Spring,1016,87,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,2020-04-30 05:00:00,5.52,3,282.64,5,283.32,282.64,1,Spring,1016,82,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,2020-04-30 06:00:00,3.84,3,282.04,6,282.64,281.53,1,Spring,1017,93,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,2020-04-30 07:00:00,2.96,3,282.65,7,282.04,282.65,1,Spring,1017,89,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,2020-04-30 08:00:00,3.2,3,285.14,8,282.65,284.61,1,Spring,1018,85,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33,2020-04-30 09:00:00,3.2,3,287.7,9,285.14,287.25,1,Spring,1018,78,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,2020-04-30 10:00:00,3.6799999999999997,3,291.68,10,287.7,291.29,1,Spring,1019,65,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,2020-04-30 11:00:00,3.52,3,294.33,11,291.68,293.89,1,Spring,1019,53,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,2020-04-30 12:00:00,3.36,3,295.85,12,294.33,295.22,1,Spring,1018,40,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,2020-04-30 13:00:00,3.6799999999999997,3,297.18,13,295.85,296.68,1,Spring,1017,40,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,2020-04-30 14:00:00,4.16,3,297.19,14,297.18,296.8,1,Spring,1017,44,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,2020-04-30 15:00:00,3.76,3,297.69,15,297.19,297.19,1,Spring,1017,38,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,2020-04-30 16:00:00,4.16,3,297.24,16,297.69,296.64,1,Spring,1016,36,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
41,2020-04-30 17:00:00,3.2800000000000002,3,295.55,17,297.24,294.73,1,Spring,1016,34,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
42,2020-04-30 18:00:00,2.96,3,293.39,18,295.55,292.46,1,Spring,1016,38,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
43,2020-04-30 19:00:00,3.3600000000000003,3,290.89,19,293.39,289.76,1,Spring,1016,40,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
44,2020-04-30 20:00:00,5.84,3,289.38,20,290.89,288.16,1,Spring,1016,42,06:12:39.000000,20:03:36.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
45,2020-04-30 21:00:00,5.92,3,288.38,21,289.38,287.21,1,Spring,1016,48,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
46,2020-04-30 22:00:00,5.84,3,286.82,22,288.38,285.6,1,Spring,1017,52,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47,2020-04-30 23:00:00,5.68,3,286.12,23,286.82,284.78,1,Spring,1017,50,06:12:39.000000,20:03:36.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
48,2020-05-01 00:00:00,5.84,4,284.37,0,286.12,283.06,1,Spring,1017,58,06:11:29.000000,20:04:33.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,2020-05-01 01:00:00,5.68,4,282.95,1,284.37,282.95,1,Spring,1017,63,06:11:29.000000,20:04:33.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
50,2020-05-01 02:00:00,5.6,4,281.83,2,282.95,280.72,1,Spring,1017,67,06:11:29.000000,20:04:33.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51,2020-05-01 03:00:00,5.68,4,280.86,3,281.83,280.86,1,Spring,1017,72,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,2020-05-01 04:00:00,5.6,4,280.15,4,280.86,280.15,1,Spring,1017,75,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53,2020-05-01 05:00:00,5.68,4,279.77,5,280.15,278.31,1,Spring,1017,76,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
54,2020-05-01 06:00:00,3.6,4,279.47,6,279.77,279.47,1,Spring,1017,78,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
55,2020-05-01 07:00:00,2.7199999999999998,4,279.63,7,279.47,279.63,1,Spring,1017,79,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
56,2020-05-01 08:00:00,2.88,4,282.61,8,279.63,282.18,1,Spring,1018,68,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,2020-05-01 09:00:00,3.12,4,286.67,9,282.61,285.36,1,Spring,1018,49,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,2020-05-01 10:00:00,3.6,4,291.3,10,286.67,290.06,1,Spring,1018,34,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
59,2020-05-01 11:00:00,3.52,4,294.4,11,291.3,293.36,1,Spring,1017,30,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
60,2020-05-01 12:00:00,3.52,4,295.7,12,294.4,294.87,1,Spring,1017,33,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61,2020-05-01 13:00:00,3.44,4,297.55,13,295.7,296.83,1,Spring,1017,30,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
62,2020-05-01 14:00:00,4.0,4,298.05,14,297.55,297.41,1,Spring,1016,31,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
63,2020-05-01 15:00:00,3.84,4,298.76,15,298.05,298.24,1,Spring,1016,33,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
64,2020-05-01 16:00:00,3.52,4,298.09,16,298.76,297.58,1,Spring,1015,36,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
65,2020-05-01 17:00:00,3.2800000000000002,4,296.6,17,298.09,296.1,1,Spring,1015,42,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
66,2020-05-01 18:00:00,3.12,4,294.46,18,296.6,293.9,1,Spring,1015,48,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
67,2020-05-01 19:00:00,3.12,4,292.83,19,294.46,292.26,1,Spring,1015,54,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
68,2020-05-01 20:00:00,5.52,4,290.38,20,292.83,289.78,1,Spring,1016,62,06:11:29.000000,20:04:33.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
69,2020-05-01 21:00:00,6.16,4,287.77,21,290.38,287.14,1,Spring,1016,71,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
70,2020-05-01 22:00:00,5.84,4,286.49,22,287.77,285.86,1,Spring,1017,76,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
71,2020-05-01 23:00:00,5.84,4,285.81,23,286.49,285.17,1,Spring,1017,78,06:11:29.000000,20:04:33.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
72,2020-05-02 00:00:00,5.84,5,284.89,0,285.81,284.31,0,Spring,1016,84,06:10:19.000000,20:05:30.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,2020-05-02 01:00:00,5.68,5,284.33,1,284.89,283.75,0,Spring,1016,86,06:10:19.000000,20:05:30.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,2020-05-02 02:00:00,5.68,5,284.0,2,284.33,283.39,0,Spring,1016,86,06:10:19.000000,20:05:30.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
75,2020-05-02 03:00:00,5.68,5,283.81,3,284.0,283.2,0,Spring,1016,87,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
76,2020-05-02 04:00:00,5.68,5,283.82,4,283.81,283.27,0,Spring,1016,89,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77,2020-05-02 05:00:00,5.68,5,284.5,5,283.82,284.01,0,Spring,1016,89,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78,2020-05-02 06:00:00,4.0,5,285.0,6,284.5,284.59,0,Spring,1017,90,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
79,2020-05-02 07:00:00,2.8,5,285.42,7,285.0,284.97,0,Spring,1017,87,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80,2020-05-02 08:00:00,2.8,5,286.15,8,285.42,285.8,0,Spring,1017,88,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
81,2020-05-02 09:00:00,3.2,5,288.18,9,286.15,287.91,0,Spring,1017,83,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
82,2020-05-02 10:00:00,2.8,5,289.99,10,288.18,289.74,0,Spring,1018,77,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
83,2020-05-02 11:00:00,3.52,5,291.04,11,289.99,290.82,0,Spring,1018,74,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84,2020-05-02 12:00:00,2.88,5,291.04,12,291.04,290.84,0,Spring,1019,75,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
85,2020-05-02 13:00:00,3.04,5,291.61,13,291.04,291.34,0,Spring,1019,70,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86,2020-05-02 14:00:00,3.44,5,291.74,14,291.61,291.43,0,Spring,1019,68,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
87,2020-05-02 15:00:00,3.6,5,291.98,15,291.74,291.72,0,Spring,1019,69,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
88,2020-05-02 16:00:00,3.68,5,291.05,16,291.98,290.78,0,Spring,1019,72,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
89,2020-05-02 17:00:00,3.12,5,289.8,17,291.05,289.53,0,Spring,1019,77,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
90,2020-05-02 18:00:00,2.96,5,289.39,18,289.8,289.11,0,Spring,1019,78,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
91,2020-05-02 19:00:00,2.8,5,288.93,19,289.39,288.7,0,Spring,1018,82,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
92,2020-05-02 20:00:00,5.84,5,288.34,20,288.93,288.06,0,Spring,1018,82,06:10:19.000000,20:05:30.000000,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
93,2020-05-02 21:00:00,5.84,5,287.88,21,288.34,287.58,0,Spring,1019,83,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
94,2020-05-02 22:00:00,5.84,5,286.9,22,287.88,286.52,0,Spring,1019,84,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
95,2020-05-02 23:00:00,5.76,5,285.51,23,286.9,284.99,0,Spring,1020,84,06:10:19.000000,20:05:30.000000,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
96,2020-05-03 00:00:00,5.84,6,284.17,0,285.51,283.42,0,Spring,1020,80,06:09:11.000000,20:06:27.000000,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
97,2020-05-03 01:00:00,5.68,6,282.99,1,284.17,282.99,0,Spring,1020,84,06:09:11.000000,20:06:27.000000,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
98,2020-05-03 02:00:00,5.6,6,281.72,2,282.99,281.72,0,Spring,1020,85,06:09:11.000000,20:06:27.000000,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
99,2020-05-03 03:00:00,5.6,6,280.6,3,281.72,280.6,0,Spring,1019,87,06:09:11.000000,20:06:27.000000,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100,2020-05-03 04:00:00,5.68,6,279.86,4,280.6,279.86,0,Spring,1020,88,06:09:11.000000,20:06:27.000000,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
101,2020-05-03 05:00:00,5.44,6,279.04,5,279.86,279.04,0,Spring,1020,88,06:09:11.000000,20:06:27.000000,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
102,2020-05-03 06:00:00,3.68,6,278.55,6,279.04,278.55,0,Spring,1020,89,06:09:11.000000,20:06:27.000000,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
103,2020-05-03 07:00:00,2.8,6,278.46,7,278.55,278.46,0,Spring,1020,90,06:09:11.000000,20:06:27.000000,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
